generated_at,date,location,psps_level,weather_score,fire_weather_tier,min_rh_percent,max_wind_mph,max_thunder_percent,red_flag_hours,near_hours,highest_risk_window,overall_psps_level,lpea_signal_level,official_fire_alert_count,max_fire_restriction_stage,max_fire_danger
2026-05-28T15:56:58.332908-06:00,2026-05-31,Chimney Rock / west county,WATCH,61,CONCERN,10.0,25.3,0.0,2,6,1 PM-6 PM local; 6 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-05-31,Piedra / north county,WATCH,57,CONCERN,15.0,26.5,0.0,1,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-05-31,Chromo / southeast county,WATCH,48,CONCERN,13.0,24.2,0.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-01,Arboles / southwest county,WATCH,55,CONCERN,8.0,21.9,0.0,0,4,2 PM-5 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-01,Ignacio / southeast La Plata County,WATCH,55,CONCERN,8.0,23.0,0.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-01,Piedra / north county,WATCH,52,CONCERN,12.0,23.0,0.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-01,Durango / La Plata County,WATCH,52,CONCERN,9.0,23.0,0.0,0,4,2 PM-5 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-01,Bayfield / east La Plata County,WATCH,52,CONCERN,9.0,23.0,0.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-01,Chimney Rock / west county,WATCH,51,CONCERN,7.0,23.0,0.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-01,Pagosa Springs,WATCH,48,CONCERN,10.0,24.2,1.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-01,Chromo / southeast county,WATCH,48,CONCERN,10.0,20.7,1.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-02,Durango / La Plata County,WATCH,52,CONCERN,11.0,21.9,5.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-02,Bayfield / east La Plata County,WATCH,52,CONCERN,12.0,21.9,6.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-02,Ignacio / southeast La Plata County,WATCH,52,CONCERN,11.0,21.9,6.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-02,Arboles / southwest county,WATCH,48,CONCERN,11.0,20.7,6.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-02,Chimney Rock / west county,ELEVATED,30,ELEVATED,10.0,19.6,7.0,0,0,"Peak ingredients near 4 PM local; RH 10%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-02,Pagosa Springs,ELEVATED,26,ELEVATED,14.0,19.6,10.0,0,0,"Peak ingredients near 3 PM local; RH 14%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-02,Piedra / north county,ELEVATED,20,GREEN,16.0,19.6,9.0,0,0,"Peak ingredients near 2 PM local; RH 16%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-02,Chromo / southeast county,ELEVATED,20,GREEN,16.0,17.3,14.0,0,0,"Peak ingredients near 4 PM local; RH 16%, wind 17 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-03,Chimney Rock / west county,ELEVATED,24,ELEVATED,18.0,16.1,29.0,0,0,"Peak ingredients near 4 PM local; RH 19%, wind 16 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-03,Arboles / southwest county,ELEVATED,18,ELEVATED,19.0,17.3,24.0,0,0,"Peak ingredients near 3 PM local; RH 19%, wind 17 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-03,Durango / La Plata County,ELEVATED,18,ELEVATED,20.0,19.6,25.0,0,0,"Peak ingredients near 4 PM local; RH 20%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-03,Bayfield / east La Plata County,ELEVATED,18,ELEVATED,21.0,18.4,27.0,0,0,"Peak ingredients near 4 PM local; RH 21%, wind 18 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-03,Ignacio / southeast La Plata County,ELEVATED,18,ELEVATED,20.0,19.6,22.0,0,0,"Peak ingredients near 4 PM local; RH 20%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-03,Pagosa Springs,LOW,12,ELEVATED,23.0,15.0,32.0,0,0,"Peak ingredients near 4 PM local; RH 23%, wind 15 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-03,Piedra / north county,LOW,12,ELEVATED,26.0,15.0,31.0,0,0,"Peak ingredients near 3 PM local; RH 26%, wind 15 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T15:56:58.332908-06:00,2026-06-03,Chromo / southeast county,LOW,4,ELEVATED,26.0,13.8,31.0,0,0,"Peak ingredients near 4 PM local; RH 27%, wind 14 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-28,Durango / La Plata County,WATCH,63,HIGH,14.0,28.8,4.0,3,4,4 PM-7 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-28,Ignacio / southeast La Plata County,WATCH,63,HIGH,14.0,27.6,5.0,3,4,4 PM-7 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-28,Arboles / southwest county,WATCH,57,CONCERN,13.0,25.3,5.0,1,4,4 PM-7 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-28,Bayfield / east La Plata County,WATCH,57,CONCERN,14.0,26.5,5.0,2,4,4 PM-7 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-28,Chimney Rock / west county,WATCH,52,CONCERN,11.0,23.0,5.0,0,5,4 PM-8 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-28,Pagosa Springs,WATCH,48,CONCERN,14.0,23.0,3.0,0,4,4 PM-7 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-28,Chromo / southeast county,ELEVATED,44,CONCERN,15.0,20.7,4.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-28,Piedra / north county,ELEVATED,38,CONCERN,16.0,23.0,5.0,0,2,4 PM-5 PM local; 2 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-29,Arboles / southwest county,LIKELY,81,HIGH,12.0,39.1,5.0,5,9,12 PM-8 PM local; 9 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-29,Chimney Rock / west county,LIKELY,81,HIGH,11.0,36.8,8.0,5,9,1 PM-9 PM local; 9 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-29,Ignacio / southeast La Plata County,LIKELY,81,HIGH,12.0,41.4,5.0,7,9,12 PM-8 PM local; 9 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-29,Durango / La Plata County,LIKELY,77,HIGH,13.0,40.3,5.0,6,9,12 PM-8 PM local; 9 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-29,Bayfield / east La Plata County,LIKELY,77,HIGH,14.0,39.1,6.0,5,9,12 PM-8 PM local; 9 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-29,Pagosa Springs,WATCH,57,CONCERN,16.0,34.5,13.0,0,6,2 PM-7 PM local; 6 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-29,Piedra / north county,WATCH,53,CONCERN,17.0,31.1,7.0,0,2,4 PM-5 PM local; 2 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-29,Chromo / southeast county,WATCH,53,CONCERN,18.0,32.2,10.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-30,Arboles / southwest county,LIKELY,67,HIGH,14.0,28.8,0.0,4,6,2 PM-7 PM local; 6 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-30,Chimney Rock / west county,LIKELY,67,HIGH,13.0,27.6,0.0,4,8,12 PM-7 PM local; 8 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-30,Ignacio / southeast La Plata County,WATCH,63,CONCERN,15.0,31.1,0.0,2,6,2 PM-7 PM local; 6 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-30,Bayfield / east La Plata County,WATCH,57,CONCERN,16.0,31.1,0.0,0,5,3 PM-7 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-30,Durango / La Plata County,WATCH,51,CONCERN,16.0,29.9,1.0,0,5,3 PM-7 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-30,Pagosa Springs,WATCH,47,CONCERN,17.0,28.8,1.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-30,Chromo / southeast county,WATCH,47,CONCERN,17.0,26.5,0.0,0,2,5 PM-6 PM local; 2 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-30,Piedra / north county,ELEVATED,31,ELEVATED,19.0,28.8,1.0,0,0,"Peak ingredients near 5 PM local; RH 20%, wind 29 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-31,Durango / La Plata County,LIKELY,71,HIGH,12.0,26.5,0.0,5,7,12 PM-6 PM local; 7 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-31,Bayfield / east La Plata County,LIKELY,71,HIGH,12.0,27.6,0.0,5,8,12 PM-7 PM local; 8 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-31,Ignacio / southeast La Plata County,LIKELY,71,HIGH,11.0,27.6,0.0,5,8,12 PM-7 PM local; 8 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-31,Pagosa Springs,WATCH,63,HIGH,13.0,27.6,0.0,3,6,1 PM-6 PM local; 6 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-31,Arboles / southwest county,WATCH,61,CONCERN,10.0,25.3,0.0,2,6,1 PM-6 PM local; 6 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-31,Chimney Rock / west county,WATCH,61,CONCERN,10.0,25.3,0.0,2,6,1 PM-6 PM local; 6 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-31,Piedra / north county,WATCH,57,CONCERN,15.0,26.5,0.0,1,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-05-31,Chromo / southeast county,WATCH,48,CONCERN,13.0,24.2,0.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-01,Arboles / southwest county,WATCH,55,CONCERN,8.0,21.9,0.0,0,4,2 PM-5 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-01,Ignacio / southeast La Plata County,WATCH,55,CONCERN,8.0,23.0,0.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-01,Piedra / north county,WATCH,52,CONCERN,12.0,23.0,0.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-01,Durango / La Plata County,WATCH,52,CONCERN,9.0,23.0,0.0,0,4,2 PM-5 PM local; 4 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-01,Bayfield / east La Plata County,WATCH,52,CONCERN,9.0,23.0,0.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-01,Chimney Rock / west county,WATCH,51,CONCERN,7.0,23.0,0.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-01,Pagosa Springs,WATCH,48,CONCERN,10.0,24.2,1.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-01,Chromo / southeast county,WATCH,48,CONCERN,10.0,20.7,1.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-02,Durango / La Plata County,WATCH,52,CONCERN,11.0,21.9,5.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-02,Bayfield / east La Plata County,WATCH,52,CONCERN,12.0,21.9,6.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-02,Ignacio / southeast La Plata County,WATCH,52,CONCERN,11.0,21.9,6.0,0,5,2 PM-6 PM local; 5 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-02,Arboles / southwest county,WATCH,48,CONCERN,11.0,20.7,6.0,0,3,4 PM-6 PM local; 3 near/red-flag threshold hours.,LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-02,Chimney Rock / west county,ELEVATED,30,ELEVATED,10.0,19.6,7.0,0,0,"Peak ingredients near 4 PM local; RH 10%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-02,Pagosa Springs,ELEVATED,26,ELEVATED,14.0,19.6,10.0,0,0,"Peak ingredients near 3 PM local; RH 14%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-02,Piedra / north county,ELEVATED,20,GREEN,16.0,19.6,9.0,0,0,"Peak ingredients near 2 PM local; RH 16%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-02,Chromo / southeast county,ELEVATED,20,GREEN,16.0,17.3,14.0,0,0,"Peak ingredients near 4 PM local; RH 16%, wind 17 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-03,Chimney Rock / west county,ELEVATED,24,ELEVATED,18.0,16.1,29.0,0,0,"Peak ingredients near 4 PM local; RH 19%, wind 16 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-03,Arboles / southwest county,ELEVATED,18,ELEVATED,19.0,17.3,24.0,0,0,"Peak ingredients near 3 PM local; RH 19%, wind 17 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-03,Durango / La Plata County,ELEVATED,18,ELEVATED,20.0,19.6,25.0,0,0,"Peak ingredients near 4 PM local; RH 20%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-03,Bayfield / east La Plata County,ELEVATED,18,ELEVATED,21.0,18.4,27.0,0,0,"Peak ingredients near 4 PM local; RH 21%, wind 18 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-03,Ignacio / southeast La Plata County,ELEVATED,18,ELEVATED,20.0,19.6,22.0,0,0,"Peak ingredients near 4 PM local; RH 20%, wind 20 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-03,Pagosa Springs,LOW,12,ELEVATED,23.0,15.0,32.0,0,0,"Peak ingredients near 4 PM local; RH 23%, wind 15 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-03,Piedra / north county,LOW,12,ELEVATED,26.0,15.0,31.0,0,0,"Peak ingredients near 3 PM local; RH 26%, wind 15 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
2026-05-28T16:00:22.604917-06:00,2026-06-03,Chromo / southeast county,LOW,4,ELEVATED,26.0,13.8,31.0,0,0,"Peak ingredients near 4 PM local; RH 27%, wind 14 mph.",LIKELY,active_wildfire_power_language,0,STAGE 1,VERY HIGH
